CREATED DATE,ItemSearchName,ProductType,Reviews,Rating
4/4/2020,2724-20,M18 FUEL™ Blower (Tool Only),"I use my blower to clean leaves and grass in my yard.  It is convenient and easy to use any time.  No fuel to mix, and it is quiet.  Best part is my children love it and can't wait to come help with yard work.",5
4/4/2020,2724-20,M18 FUEL™ Blower (Tool Only),It’s perfect. Starts right up has plenty of power and haven’t had any problems with it yet. Same batteries as all my other tools. Just waiting on a lawnmower,5
4/4/2020,2722-21HD,M18 FUEL™ SUPER SAWZALL® Kit,Had to trim some old rafters and change the locations. The sawzall cut through them with ease and never had to change a battery.,5
4/4/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder",I love this tool. Works amazing. Drains battery quick but that's to be expected. Highly recommend.,5
4/4/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,"As a painter by trade this nail gun has been handy on several occasions. I've used it to fix some cabinet drawer boxes, trim, and quarter round. Works exactly as I thought it would. Love it just as I do every other m18 tool I have. Thanks again",5
4/4/2020,2861-20,"M18 FUEL™ 1/2"" Mid-Torque Impact Wrench with Friction Ring (Tool Only)",Hands down best battery impact I’ve ever owned! I’ve been a mechanic for 25+ years and have owned several brands. Milwaukee rules!!!,5
4/4/2020,2726-20,M18 FUEL™ Hedge Trimmer (Tool Only),Have use this product for grasses and tree branches. works awesome just a little too heavy,4
4/4/2020,2724-20,M18 FUEL™ Blower (Tool Only),"I love it! Very light, very powerful and with the 8amp high output battery i can do everything with one charge and more!",5
4/4/2020,2416-20,M12 FUEL™ 5/8” SDS Plus Rotary Hammer (Tool Only),Great tool for tight spaces.  Small but mighty.  Nice and not heavy at all.,5
4/4/2020,2764-20,"M18 FUEL™ 3/4"" High-Torque Impact Wrench with Friction Ring (Bare Tool)","The first day I used it I separated a brake drum from a wheel to replace the worn out brake drum on our Max Haul trailers. The studs have 1 1/2 crimp nuts and are very rusty. I was able to take six nuts off with one five amp hour battery. We have lots of battery’s in our shop, so I grabbed another one and removed the other four nuts with no problem. The fresher the battery the harder it hits. I 
usually use a 3/4 IR for this job. The socket got hotter quicker (more power) the gun got very hot but never tripped out for heat like some Iv seen. The gun pushed a lot of grease out of the cone. Hope I didn’t blow out the seal. For field work this gun is incredible!! It’s no big deal to carry extra battery's. Not as good as air in a shop setting but I am very happy with it!!",4
4/4/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench",I’m an automotive technician and I constantly have to use tools in confined spaces. This tool is great for brake work and suspension work where sometime there is less than ideal amount of room. This tool allows me to get the job done quick. It is extremely convenient to not have an air hose in the way.  And this thing generally has the power to do what I need it to do. Overall great tool.,5
4/4/2020,2804-20,M18 FUEL™ ½” Hammer Drill/Driver (Tool Only),Great product for professionals on basic daily use,5
4/4/2020,2742-20,M18 FUEL™ 16ga Angled Finish Nailer (Tool Only),Great product!  Easy to use. Light weight and balanced. So much easier to use than my Paslode,5
4/4/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit",great tool love that it has no cord or fuel .I'm a mechanic don't want to smell fuel or breath fuel or exhaust from a screaming high decibels chainsaw any longer. thank you MILWAUKEE tool people. Over the last few years I have converted a pressure washer from gas to electric a weed chipper. and my favorite is a electric log splitter.,5
4/4/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder",This tool doesn't mess around. Gets in tight spaces to get the job done right and quickly.,5
4/4/2020,2781-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Slide Switch Lock-On (Tool Only)","Grinder is very well balanced even with the 9ah battery. Powerful as my corded tools.
Guard is nice that you can easily reposition It without tools.",5
4/4/2020,2760-20,"M18 FUEL™ SURGE™ 1/4"" Hex Hydraulic Driver (Tool Only)",Great driver hands down the best vs everyone else on the market,5
4/4/2020,2723-20,M18 FUEL™ Compact Router,Everything I buy with their name on it is excellent,5
4/4/2020,2555-20,"M12 FUEL™ 1/2"" Stubby Impact Wrench",Primarily the smaller vehicles it's great for taking off lug nuts those struggle a little bit with bigger trucks especially my F150 The only reason I think it needs more to work is it struggles to take off certain calibers,4
4/4/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,Bought to replace the older version this redesigned and updated brad nailer is lighter and more responsive no delay has same feel of air nailer. Really amazing!,5
4/4/2020,2724-20,M18 FUEL™ Blower (Tool Only),"The good:  lightweight, compact, and decent power to size ratio.

The bad:  not as powerful as one might think or wish for.  

This blower will work well for jobs that are limited or small in nature.  But if you have a large(r) yard or large job, you will spend more time on the job than with a gas powered or full size electric blower.    This is a nice tool but one needs to understand its limitations and purchase the right tool for the job at hand.  A good way to think about it is to compare a handheld cordless vacuum versus a traditional stand up, corded vacuum. You can essentially do the same job with both, but the time difference in how long it takes to do the job will substantially increase as the job size increases.",4
4/4/2020,2830-20,"M18 FUEL™ Rear Handle 7-1/4"" Circular Saw - Tool Only","This saw is a blast to use. I use it mainly to trim the ends of rough cut lumber cut from hardwood logs on my band saw mill. 8/4"" rough cut oak is no problem. With the 12ah battery it weighs right around 12 lbs. so for best control it really is a two handed saw.",4
4/4/2020,2861-20,"M18 FUEL™ 1/2"" Mid-Torque Impact Wrench with Friction Ring (Tool Only)",Pretty good tool. Can I get a t-shirt? Thank you!!,4
4/4/2020,2786-20,"M18 FUEL™ 9"" Cut-Off Saw w/ ONE-KEY™","I do a lot of bath remodeling and purchased this mainly for cutting concrete when relocating under slab drains.  I recently used it to cut around a 2” drain and it made the cut cleanly and with no mess. it took a fully charged 12ah battery to make 4 12” cuts.  Time will tell how the run time works out.  I own a gas powered saw but have never been 
able to use it indoors.  No exhaust, the light weight will make this the perfect tool for the smaller indoor jobs.  It would be nice to have a 110v battery adapter but...",5
4/4/2020,2707-20,"M18 FUEL™ HOLE HAWG® 1/2"" Right Angle Drill (Tool Only)",This drill is awesome. Makes quick work of any job especially with Milwaukee self feeding bits. Lots of power and have yet to find a job it can’t do.,5
4/4/2020,2558-20,"M12 FUEL™ 1/2"" Ratchet (Tool Only)",I USE ALL MILWAUKEE CORDLESS TOOLS.  I USE THIS RATCHET ON A DAILY BASIS AND IT PERFORMS FANTASTIC!!  I SWITCH OVER FROM DEWALR ABOUT 8 YEARS AGO AND I NEVER LOOKED BACK!!,5
4/4/2020,2722-21HD,M18 FUEL™ SUPER SAWZALL® Kit,Bought the Super sawzall to cut out about 400 feet of galvanized piping. Tons of power and easy to control with the variable speeds.,5
4/4/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","good product, indispensable in the home, easy to use.  Thanks for the good tools.",5
4/4/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","Strong saw overall enough power for most of my yard work 
The bad chain will easily come off if pinched usually small tree limbs",4
4/4/2020,2725-20,M18 FUEL™ String Trimmer (Tool Only),Very portable and light weight and can swap out tools.,4
4/4/2020,2783-20,"M18 FUEL™ 4-1/2"" / 5"" Braking Grinder (Tool Only)",I'm in HVAC and use my grinder regularly for sheet metal and iron and threaded rod etc. This grinder is like no other and has a great safety feature that its breaking speed is ridiculously fast. It stops so quickly that it is almost impossible to take my hand off the grinder after I let go of the paddle to stop and touch the wheel while it still spins. Awesome feature. Milwaukee is comparable to no other once again!,5
4/4/2020,2781-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Slide Switch Lock-On (Tool Only)","Cutting threaded rod 
Sharpening tools 
Buffing grinding",5
4/4/2020,2558-20,"M12 FUEL™ 1/2"" Ratchet (Tool Only)",If you have ever had to tighten a fine thread bolt 4 miles long in a tight spot with a regular ratchet two clicks at a time you would fall in love with this wonderful tool.,5
4/4/2020,2505-20,M12 FUEL™ Installation Drill/Driver,I use this tool for assembly of projects in my shop.  Anything from cabinet builds to fine furniture.  The tool is good for those tasks.  The most annoying thing about the tool is the forward and reverse.  Every drill brand I have owned which has been many has the forward and reverse easily switched with thumb and pointer finger.  When I am deep into a cabinet and need to reverse a screw slightly this tool is inefficient.  Not sure why Milwaukee changed this on this tool.  It is my only complaint.,4
4/4/2020,2560-21,"M12 FUEL™ 3/8"" Extended Reach Ratchet Kit","is very good this tool, for fix the car. if they come out the 1/4 ,I well buy 1 more",4
4/4/2020,2721-20,M18 FUEL™ SAWZALL® Reciprocating Saw w/ ONE-KEY™ (Tool Only),"Love this saw, has enough power to get the job done.  Im in the plumbing industry and it’s great to chat cast iron.",5
4/4/2020,2711-20,M18 FUEL™ SUPER HAWG™ Right Angle Drill w/ QUIK-LOK™ (Tool Only),So far so good love this tool has as much power as my corded one,5
4/4/2020,2555-20,"M12 FUEL™ 1/2"" Stubby Impact Wrench",I am a maintenance person at a special needs school I use so many diffrent tools in my profession I love every power tool from milwaukee i have the m12 collection and m18 I live them all.,5
4/4/2020,2803-20,"M18 FUEL™ 1/2"" Drill Driver (Tool Only)",Have had the Fuel 1/2” drill for under a month and extremely happy. Was an excellent addition to my M18 home inventory!,5
4/4/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench","I use this tool for my work and this little tool has really impressed me with how much it will do, and I am a heavy equipment mechanic.",5
4/4/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","I used this for property cleanup. I had one tree that fell in a winter storm 12” diameter and another one that was starting to lean a bit too much about 10”. 

The chainsaw worked flawlessly cut through as fast as a gas powered model without the aggravation of pull starting.  It was quiet and I was able to cut up both trees and only used about 3/4 of one battery.",5
4/4/2020,48-11-1835,M18™ REDLITHIUM HIGH OUTPUT™ CP3.0 Battery,"great power and love the compactness, but they rub my beltclips, i dont want to not use my clips or keep taking them off and on mytools, seems like a blunder considering how much you pay for these tools..",2
4/4/2020,2755-20,"M18 FUEL™ 1/2"" Compact Impact Wrench w/ Pin Detent (Tool Only)","Was very suprise  about  output  my line of work as a heavy duty mechanic need a very robust too, I had other brands and makes but buy far this is the best hands down",5
4/4/2020,2722-21HD,M18 FUEL™ SUPER SAWZALL® Kit,The Super Sawzall has put the fun back into Demo work. My guys fight over whos using it.,5
